,loss,val_loss
0,22.000826339213052,10.838547735595704
1,9.160833147176106,7.6349325912475585
2,7.077874026234944,6.466398762512207
3,5.9612132197062175,5.511622763061523
4,5.261705814107259,4.966571454620361
5,4.7833453509012855,4.5170460845947265
6,4.416240159861247,4.3601746749877925
7,4.155097579701741,4.029044415283203
8,3.942792767333984,3.763887296295166
9,3.764505809275309,3.743252283859253
10,3.6110498914082845,3.6733105010986327
11,3.4848493901570636,3.4514359657287597
12,3.369570278422038,3.396498136138916
13,3.2770663162231446,3.3362405376434325
14,3.201982075246175,3.1764188568115235
15,3.1378946544647217,3.2279156620025633
16,3.043772759628296,3.0899144565582275
17,2.995411300913493,2.9900836654663085
18,2.9409527440388996,3.0582955150604247
19,2.8949692782084147,2.905949948120117
20,2.8397652154286703,2.916545590209961
21,2.817190758005778,2.9451909759521486
22,2.7757034393310547,2.895712869644165
23,2.7550668851216633,2.7628027839660643
24,2.7320225209554034,2.8505853534698486
25,2.705697260157267,2.7992343852996826
26,2.678642341105143,2.8156175636291505
27,2.6752893697102866,2.8368126182556153
28,2.6487480387369793,2.7684812046051026
29,2.640405175272624,2.740347396850586
30,2.621039785003662,2.7428767597198487
31,2.5991609158833824,2.71810177154541
32,2.5951037926991782,2.7941135288238526
33,2.5785330300649005,2.641972616195679
34,2.5745996026357014,2.6382624771118164
35,2.5545177374521892,2.7523114692687987
36,2.5425568669637046,2.681497658920288
37,2.5300717754364013,2.7042428552627564
38,2.524609243774414,2.6668747203826904
39,2.51607661819458,2.634946963119507
40,2.502953997294108,2.622975720977783
41,2.51046680170695,2.566789608001709
42,2.484454347483317,2.633134386062622
43,2.490301248804728,2.568122557067871
44,2.4768782658894857,2.581124658203125
45,2.4729530672709146,2.6673641830444335
46,2.456822072092692,2.7187027282714844
47,2.458941974512736,2.6449975410461426
48,2.4519258661905923,2.6604628616333006
49,2.4456970417022705,2.5770057987213133
