,loss LR=1e-02,val_loss LR=1e-02,accuracy LR=1e-02,val_accuracy LR=1e-02,loss LR=1e-03,val_loss LR=1e-03,accuracy LR=1e-03,val_accuracy LR=1e-03,loss LR=1e-04,val_loss LR=1e-04,accuracy LR=1e-04,val_accuracy LR=1e-04
0,0.6838687062263489,0.6030584573745728,0.7943000197410583,0.8277999758720398,0.6279577612876892,0.4837261140346527,0.796999990940094,0.8654000163078308,0.9903041124343872,0.8043463826179504,0.6246500015258789,0.8223999738693237
1,0.6383385062217712,0.6488913893699646,0.8152499794960022,0.7896000146865845,0.5015072822570801,0.4596480429172516,0.856249988079071,0.8726000189781189,0.7295450568199158,0.628097653388977,0.7777500152587891,0.8636000156402588
2,0.6359597444534302,0.6164360642433167,0.8141000270843506,0.8162000179290771,0.48351049423217773,0.45050475001335144,0.861549973487854,0.8773999810218811,0.6148417592048645,0.5479704141616821,0.8197500109672546,0.8712000250816345
3,0.626602828502655,0.62688148021698,0.8184499740600586,0.8155999779701233,0.47888895869255066,0.4525007903575897,0.8640000224113464,0.8748000264167786,0.5506631135940552,0.503890335559845,0.848550021648407,0.871999979019165
4,0.6151108741760254,0.5672624111175537,0.8141499757766724,0.8378000259399414,0.47421103715896606,0.4534289538860321,0.8641999959945679,0.8718000054359436,0.5198967456817627,0.4804249405860901,0.8590999841690063,0.8755999803543091
5,0.602797269821167,0.559950053691864,0.8222500085830688,0.8353999853134155,0.4697973132133484,0.4500561058521271,0.8657500147819519,0.8718000054359436,0.4975987374782562,0.46771371364593506,0.8649500012397766,0.876800000667572
6,0.6024911999702454,0.5429588556289673,0.8230500221252441,0.849399983882904,0.46439507603645325,0.445039838552475,0.8690000176429749,0.8745999932289124,0.48291367292404175,0.4572519063949585,0.8696500062942505,0.8763999938964844
7,0.5966243147850037,0.538937509059906,0.8189499974250793,0.8402000069618225,0.46279722452163696,0.43812450766563416,0.867900013923645,0.8772000074386597,0.47028955817222595,0.4532410502433777,0.8763999938964844,0.878600001335144
8,0.6036121249198914,0.5372629761695862,0.8248999714851379,0.854200005531311,0.462493896484375,0.4459175765514374,0.870199978351593,0.8733999729156494,0.4639335572719574,0.44952261447906494,0.8764500021934509,0.8773999810218811
9,0.5979594588279724,0.5613340139389038,0.8216999769210815,0.8339999914169312,0.45978280901908875,0.4372759759426117,0.8697500228881836,0.8772000074386597,0.4572526514530182,0.4474232494831085,0.8798499703407288,0.8784000277519226
10,0.595794677734375,0.5406827926635742,0.8243499994277954,0.8443999886512756,0.45772191882133484,0.4404484033584595,0.8709499835968018,0.8762000203132629,0.45303958654403687,0.4448945224285126,0.8799999952316284,0.8808000087738037
11,0.5913127064704895,0.5450630187988281,0.8248500227928162,0.8460000157356262,0.4574817419052124,0.43755561113357544,0.8689000010490417,0.8790000081062317,0.44891443848609924,0.444064736366272,0.8834999799728394,0.8790000081062317
12,0.5970842242240906,0.5459427237510681,0.8220499753952026,0.8407999873161316,0.4548039436340332,0.4422234296798706,0.873449981212616,0.8740000128746033,0.44219329953193665,0.4401020109653473,0.8849999904632568,0.8777999877929688
13,0.5948601961135864,0.5637800693511963,0.8210499882698059,0.8227999806404114,0.45522427558898926,0.4347580671310425,0.8723499774932861,0.8754000067710876,0.441380113363266,0.4390987157821655,0.883650004863739,0.8795999884605408
14,0.5917787551879883,0.5403254628181458,0.8224999904632568,0.8456000089645386,0.4536943733692169,0.43332821130752563,0.8747000098228455,0.8776000142097473,0.4408797323703766,0.4426726698875427,0.8851500153541565,0.8762000203132629
15,0.587911069393158,0.545921802520752,0.8263000249862671,0.8435999751091003,0.45303741097450256,0.4343956410884857,0.8730499744415283,0.8769999742507935,0.43952319025993347,0.4369911551475525,0.8876000046730042,0.881600022315979
16,0.5967286825180054,0.543704628944397,0.8256000280380249,0.8407999873161316,0.4525652825832367,0.43537235260009766,0.8741000294685364,0.8809999823570251,0.4358898997306824,0.437010258436203,0.8879500031471252,0.8799999952316284
17,0.5905125141143799,0.5729109644889832,0.8243499994277954,0.8317999839782715,0.45585229992866516,0.4359436631202698,0.8747000098228455,0.878000020980835,0.432997465133667,0.4368946850299835,0.8888000249862671,0.8823999762535095
18,0.5891727805137634,0.5974558591842651,0.8269500136375427,0.8064000010490417,0.4565909802913666,0.4460045397281647,0.8733500242233276,0.8705999851226807,0.4346643090248108,0.43667227029800415,0.8864499926567078,0.8808000087738037
19,0.5935670137405396,0.5466784238815308,0.8214499950408936,0.8417999744415283,0.45218124985694885,0.4347516596317291,0.8719000220298767,0.8781999945640564,0.4320542514324188,0.43693700432777405,0.8911499977111816,0.883400022983551
