,loss LR=1e-02,val_loss LR=1e-02,accuracy LR=1e-02,val_accuracy LR=1e-02,loss LR=1e-03,val_loss LR=1e-03,accuracy LR=1e-03,val_accuracy LR=1e-03,loss LR=1e-04,val_loss LR=1e-04,accuracy LR=1e-04,val_accuracy LR=1e-04
0,0.46724995970726013,0.3355554938316345,0.7910500168800354,0.8718000054359436,0.5133190751075745,0.3452685475349426,0.7160999774932861,0.8744000196456909,0.6562288999557495,0.5884512662887573,0.6033999919891357,0.772599995136261
1,0.37415340542793274,0.31879425048828125,0.8436499834060669,0.8790000081062317,0.3775530159473419,0.2944347560405731,0.7978500127792358,0.8795999884605408,0.5637562274932861,0.49581781029701233,0.6923999786376953,0.8420000076293945
2,0.3471699059009552,0.3440520763397217,0.8616499900817871,0.871399998664856,0.3412454128265381,0.2859309911727905,0.8138999938964844,0.8848000168800354,0.513865053653717,0.4425589442253113,0.7232000231742859,0.8619999885559082
3,0.32135483622550964,0.3403606712818146,0.8698999881744385,0.8641999959945679,0.3185083866119385,0.2936958372592926,0.8236500024795532,0.8804000020027161,0.4890025854110718,0.4107987880706787,0.741349995136261,0.8709999918937683
4,0.30954524874687195,0.35669296979904175,0.8777499794960022,0.8622000217437744,0.3027597963809967,0.2986370921134949,0.8256000280380249,0.8776000142097473,0.467209130525589,0.3865785300731659,0.7565000057220459,0.8697999715805054
5,0.30143865942955017,0.3768484890460968,0.8817999958992004,0.8622000217437744,0.2854287624359131,0.31778955459594727,0.8350499868392944,0.8804000020027161,0.44894087314605713,0.3671785295009613,0.7735499739646912,0.8773999810218811
6,0.28291377425193787,0.41378554701805115,0.8881999850273132,0.8614000082015991,0.2753268778324127,0.3318336308002472,0.8377000093460083,0.8781999945640564,0.43670883774757385,0.3550456166267395,0.7827000021934509,0.8777999877929688
7,0.2729576528072357,0.42298227548599243,0.8928999900817871,0.8507999777793884,0.2702922224998474,0.35838553309440613,0.8373500108718872,0.875,0.4208150804042816,0.34327515959739685,0.7902500033378601,0.8804000020027161
8,0.2623145580291748,0.4699152410030365,0.8974000215530396,0.8565999865531921,0.26310211420059204,0.3699459433555603,0.8377500176429749,0.8776000142097473,0.41740235686302185,0.3337825834751129,0.7932999730110168,0.8791999816894531
9,0.25440335273742676,0.5642185807228088,0.9000499844551086,0.8597999811172485,0.2531105577945709,0.37665030360221863,0.8407999873161316,0.8737999796867371,0.40667974948883057,0.3258667588233948,0.7997999787330627,0.8827999830245972
10,0.250842422246933,0.517691969871521,0.9017500281333923,0.8565999865531921,0.24399656057357788,0.44367334246635437,0.8448500037193298,0.8715999722480774,0.39849191904067993,0.31973960995674133,0.8048499822616577,0.8813999891281128
11,0.2440454661846161,0.48539578914642334,0.9061999917030334,0.8407999873161316,0.24587588012218475,0.42934590578079224,0.841949999332428,0.8722000122070312,0.38889801502227783,0.3134462237358093,0.8116000294685364,0.8853999972343445
12,0.23699258267879486,0.6672196984291077,0.9093000292778015,0.8593999743461609,0.23651757836341858,0.4628807604312897,0.8458999991416931,0.8673999905586243,0.38759368658065796,0.31032291054725647,0.8152499794960022,0.8848000168800354
13,0.23480094969272614,0.7487055659294128,0.9104999899864197,0.8578000068664551,0.23508544266223907,0.4936462342739105,0.8454499840736389,0.8654000163078308,0.3804928958415985,0.3071427047252655,0.8171499967575073,0.8844000101089478
14,0.231308251619339,0.6651029586791992,0.9107000231742859,0.8532000184059143,0.23113007843494415,0.5400868654251099,0.8496000170707703,0.8695999979972839,0.3750859498977661,0.3034110963344574,0.8184000253677368,0.8870000243186951
15,0.22951360046863556,0.7987403869628906,0.9126999974250793,0.8592000007629395,0.22953715920448303,0.525858998298645,0.8466500043869019,0.8632000088691711,0.3703833520412445,0.30112841725349426,0.8206499814987183,0.8831999897956848
16,0.22542507946491241,0.8070695400238037,0.9136499762535095,0.8575999736785889,0.21830527484416962,0.6284139156341553,0.8478999733924866,0.8677999973297119,0.364824503660202,0.2989466190338135,0.8274999856948853,0.8867999911308289
17,0.2209024429321289,0.7660915851593018,0.915149986743927,0.8551999926567078,0.22468233108520508,0.6337661743164062,0.8463000059127808,0.8632000088691711,0.357944130897522,0.29777640104293823,0.833050012588501,0.8848000168800354
18,0.22522644698619843,0.8012410402297974,0.9139000177383423,0.8546000123023987,0.2174372524023056,0.6771397590637207,0.8551999926567078,0.8623999953269958,0.35821783542633057,0.2976032793521881,0.8306999802589417,0.8848000168800354
19,0.22261112928390503,0.7427793145179749,0.915149986743927,0.8547999858856201,0.21676166355609894,0.6558681726455688,0.854200005531311,0.8669999837875366,0.35352739691734314,0.29603853821754456,0.8336499929428101,0.883400022983551
