,accuracy,loss,val_accuracy,val_loss
0,0.8155999779701233,0.6035915613174438,0.8676000237464905,0.47980761528015137
1,0.8655999898910522,0.4835502803325653,0.8718000054359436,0.46234458684921265
2,0.8678500056266785,0.4682115614414215,0.8759999871253967,0.44734302163124084
3,0.8701500296592712,0.45869579911231995,0.876800000667572,0.44385087490081787
4,0.8740000128746033,0.45233461260795593,0.8744000196456909,0.44481268525123596
5,0.8728500008583069,0.4483569264411926,0.8754000067710876,0.4401710331439972
6,0.8744999766349792,0.4448263645172119,0.8755999803543091,0.4388495683670044
7,0.878600001335144,0.43824613094329834,0.8726000189781189,0.43764087557792664
8,0.8815000057220459,0.43657007813453674,0.8791999816894531,0.4356171488761902
9,0.8799999952316284,0.43380966782569885,0.873199999332428,0.436781108379364
10,0.8795499801635742,0.4351691007614136,0.8727999925613403,0.4361031651496887
11,0.8790500164031982,0.4332258701324463,0.8763999938964844,0.43811333179473877
12,0.8840000033378601,0.4291619658470154,0.8704000115394592,0.4429129958152771
13,0.8821499943733215,0.42946791648864746,0.878600001335144,0.4335724711418152
14,0.8817999958992004,0.43007954955101013,0.8805999755859375,0.4297064542770386
15,0.8816999793052673,0.4279422461986542,0.8804000020027161,0.4282039403915405
16,0.8827000260353088,0.42683354020118713,0.8773999810218811,0.430829793214798
17,0.8828499913215637,0.42707064747810364,0.8809999823570251,0.43360722064971924
18,0.8820000290870667,0.42672139406204224,0.8730000257492065,0.43848052620887756
19,0.8819000124931335,0.425444632768631,0.8790000081062317,0.42846059799194336
