,accuracy,loss,val_accuracy,val_loss
0,0.6983500123023987,0.6631354093551636,0.8555999994277954,0.5489867925643921
1,0.7645999789237976,0.5644035339355469,0.8709999918937683,0.48974236845970154
2,0.7699499726295471,0.5420224666595459,0.8754000067710876,0.46930328011512756
3,0.7694500088691711,0.5320466160774231,0.8709999918937683,0.4682878851890564
4,0.7731000185012817,0.5268459916114807,0.8748000264167786,0.4705435633659363
5,0.7758499979972839,0.521880030632019,0.8736000061035156,0.46019017696380615
6,0.7752500176429749,0.5175687670707703,0.8700000047683716,0.458620548248291
7,0.7721999883651733,0.5207026600837708,0.8784000277519226,0.45881542563438416
8,0.771049976348877,0.5189685821533203,0.8745999932289124,0.46373045444488525
9,0.7688999772071838,0.5174340605735779,0.8700000047683716,0.45614102482795715
10,0.7688999772071838,0.5194892287254333,0.8658000230789185,0.468915194272995
11,0.7712500095367432,0.5186343789100647,0.8741999864578247,0.45506879687309265
12,0.7781500220298767,0.5137258768081665,0.8722000122070312,0.4619486927986145
13,0.7702000141143799,0.5175181031227112,0.8697999715805054,0.45767152309417725
14,0.765749990940094,0.5159920454025269,0.8708000183105469,0.45619839429855347
15,0.7742000222206116,0.5156511664390564,0.8763999938964844,0.45799610018730164
16,0.7738500237464905,0.51426762342453,0.8745999932289124,0.45299071073532104
17,0.7696499824523926,0.5143260359764099,0.8682000041007996,0.4575839936733246
18,0.771399974822998,0.5125618577003479,0.8762000203132629,0.45212122797966003
19,0.7732999920845032,0.5133015513420105,0.873199999332428,0.45651817321777344
