,accuracy,loss,val_accuracy,val_loss
0,0.8138499855995178,0.49388018250465393,0.8777999877929688,0.4026145339012146
1,0.8967000246047974,0.34799689054489136,0.8804000020027161,0.35258379578590393
2,0.910099983215332,0.28971391916275024,0.8759999871253967,0.33795997500419617
3,0.9185500144958496,0.25568902492523193,0.8763999938964844,0.3374764025211334
4,0.9225000143051147,0.23441243171691895,0.871999979019165,0.3591204285621643
5,0.9292500019073486,0.2183174043893814,0.8650000095367432,0.35707682371139526
6,0.9329000115394592,0.2052677720785141,0.8694000244140625,0.3636108934879303
7,0.9365000128746033,0.19452717900276184,0.8727999925613403,0.38014447689056396
8,0.9406499862670898,0.1831386834383011,0.8704000115394592,0.38652849197387695
9,0.944350004196167,0.17185355722904205,0.8676000237464905,0.4155915081501007
10,0.9481499791145325,0.1624922901391983,0.8669999837875366,0.42664453387260437
11,0.9543499946594238,0.1492859274148941,0.8661999702453613,0.450252890586853
12,0.9581500291824341,0.13934309780597687,0.8659999966621399,0.5272156000137329
13,0.9635999798774719,0.13020485639572144,0.8640000224113464,0.536777913570404
14,0.9682000279426575,0.12111265957355499,0.8610000014305115,0.5671922564506531
15,0.9696000218391418,0.11653311550617218,0.8626000285148621,0.6118484139442444
16,0.9718000292778015,0.11017610132694244,0.8610000014305115,0.6372600197792053
17,0.9721999764442444,0.10850664228200912,0.859000027179718,0.740821897983551
18,0.9732000231742859,0.10580356419086456,0.855400025844574,0.6625686883926392
19,0.9748499989509583,0.10093800723552704,0.8605999946594238,0.757121205329895
