,accuracy,loss,val_accuracy,val_loss
0,0.835349977016449,0.3979707658290863,0.8813999891281128,0.29188910126686096
1,0.9008499979972839,0.2540614902973175,0.8845999836921692,0.2938189208507538
2,0.9102500081062317,0.23051609098911285,0.8817999958992004,0.30299896001815796
3,0.9161499738693237,0.21813207864761353,0.8766000270843506,0.31101036071777344
4,0.9203500151634216,0.20763491094112396,0.8715999722480774,0.32565996050834656
5,0.9211000204086304,0.20080198347568512,0.876800000667572,0.33788394927978516
6,0.9254000186920166,0.1927584558725357,0.8736000061035156,0.34431925415992737
7,0.9266499876976013,0.18511122465133667,0.8722000122070312,0.360066294670105
8,0.9279999732971191,0.18005125224590302,0.873199999332428,0.36688685417175293
9,0.9330000281333923,0.1707649677991867,0.8672000169754028,0.3756549060344696
10,0.9365000128746033,0.16371533274650574,0.8677999973297119,0.3845263719558716
11,0.9402499794960022,0.15506495535373688,0.8661999702453613,0.392149418592453
12,0.9431999921798706,0.14604924619197845,0.8658000230789185,0.42022252082824707
13,0.9476000070571899,0.1384117603302002,0.8626000285148621,0.426753431558609
14,0.9502500295639038,0.1305667608976364,0.8628000020980835,0.44206294417381287
15,0.9539999961853027,0.12345025688409805,0.8610000014305115,0.4636561870574951
16,0.9590499997138977,0.11283455789089203,0.8605999946594238,0.4884483814239502
17,0.9641000032424927,0.10213011503219604,0.8587999939918518,0.5142029523849487
18,0.96670001745224,0.09333277493715286,0.8582000136375427,0.53733229637146
19,0.9690499901771545,0.0877283588051796,0.8550000190734863,0.5808191895484924
