,accuracy,loss,val_accuracy,val_loss
0,0.7696499824523926,0.6112998723983765,0.8636000156402588,0.4944826066493988
1,0.8705000281333923,0.45902183651924133,0.8741999864578247,0.4466949701309204
2,0.8810499906539917,0.4313402771949768,0.8758000135421753,0.4384666085243225
3,0.8864499926567078,0.4213864803314209,0.8697999715805054,0.44689232110977173
4,0.8863000273704529,0.4171060025691986,0.8745999932289124,0.4361594319343567
5,0.8886500000953674,0.4141825735569,0.8733999729156494,0.436047226190567
6,0.8939999938011169,0.4085488021373749,0.878600001335144,0.43075230717658997
7,0.8905500173568726,0.40980684757232666,0.881600022315979,0.428922563791275
8,0.8947499990463257,0.4065774381160736,0.8726000189781189,0.4362400472164154
9,0.8942000269889832,0.406284898519516,0.8804000020027161,0.4304542541503906
10,0.8931000232696533,0.4052025377750397,0.8787999749183655,0.43294042348861694
11,0.8954499959945679,0.4039532244205475,0.878600001335144,0.436797559261322
12,0.8946499824523926,0.40448614954948425,0.8790000081062317,0.4308490753173828
13,0.8937000036239624,0.4029381573200226,0.8813999891281128,0.42946040630340576
14,0.8932999968528748,0.4025823175907135,0.8759999871253967,0.43057501316070557
15,0.894599974155426,0.4012812376022339,0.8813999891281128,0.42669790983200073
16,0.8959000110626221,0.40084630250930786,0.8773999810218811,0.4263381361961365
17,0.8956999778747559,0.4001813530921936,0.878600001335144,0.4306581914424896
18,0.8955000042915344,0.40094655752182007,0.8795999884605408,0.4291009306907654
19,0.8944500088691711,0.40001314878463745,0.8781999945640564,0.4278416931629181
