,loss LR=1e-02,val_loss LR=1e-02,accuracy LR=1e-02,val_accuracy LR=1e-02,loss LR=1e-03,val_loss LR=1e-03,accuracy LR=1e-03,val_accuracy LR=1e-03,loss LR=1e-04,val_loss LR=1e-04,accuracy LR=1e-04,val_accuracy LR=1e-04
0,0.36281618475914,0.28730669617652893,0.853600025177002,0.8808000087738037,0.3311595022678375,0.28390854597091675,0.8543499708175659,0.8820000290870667,0.37199386954307556,0.2884419560432434,0.8428999781608582,0.8831999897956848
1,0.22805622220039368,0.300323486328125,0.9100000262260437,0.878000020980835,0.17117229104042053,0.3244456350803375,0.932449996471405,0.8790000081062317,0.20373059809207916,0.3029772639274597,0.9236000180244446,0.883400022983551
2,0.17069724202156067,0.3689826726913452,0.9351500272750854,0.8736000061035156,0.04986073821783066,0.5311622023582458,0.9822499752044678,0.8773999810218811,0.12385671585798264,0.33923712372779846,0.9579499959945679,0.8787999749183655
3,0.12134779244661331,0.4484724700450897,0.9558500051498413,0.878000020980835,0.0155593017116189,0.7069191932678223,0.9951500296592712,0.8673999905586243,0.04909767583012581,0.4114167392253876,0.9879500269889832,0.8776000142097473
4,0.08201847970485687,0.5590149164199829,0.9710500240325928,0.8658000230789185,0.01280590333044529,0.8855466842651367,0.9953500032424927,0.8697999715805054,0.011958545073866844,0.4859011173248291,0.9987000226974487,0.8802000284194946
5,0.06331969052553177,0.6010766625404358,0.9751999974250793,0.8704000115394592,0.013617357239127159,0.7347362041473389,0.9952499866485596,0.8672000169754028,0.0032087406143546104,0.5492536425590515,0.9998999834060669,0.8826000094413757
6,0.04942263290286064,0.7131325602531433,0.9822999835014343,0.8622000217437744,0.009609456174075603,0.8293671011924744,0.9968000054359436,0.8722000122070312,0.0013225171715021133,0.59666508436203,0.9999499917030334,0.8791999816894531
7,0.0553399957716465,0.547477662563324,0.984250009059906,0.8658000230789185,0.007876605726778507,0.8856967091560364,0.9973000288009644,0.8737999796867371,0.0006875732215121388,0.638262927532196,1.0,0.879800021648407
8,0.04107307270169258,0.7677438855171204,0.9853000044822693,0.8597999811172485,0.007288846652954817,0.9214217066764832,0.9975500106811523,0.8762000203132629,0.0003981451445724815,0.674808919429779,1.0,0.8805999755859375
9,0.038090113550424576,1.0599459409713745,0.987500011920929,0.8632000088691711,0.007031999994069338,0.9220922589302063,0.9972000122070312,0.8790000081062317,0.00024166722141671926,0.7094385027885437,1.0,0.8804000020027161
10,0.031017035245895386,0.9700273275375366,0.9900500178337097,0.8623999953269958,0.005137407220900059,0.9903231263160706,0.9983999729156494,0.8604000210762024,0.00015069595247041434,0.7412222623825073,1.0,0.8813999891281128
11,0.021641580387949944,0.9915931820869446,0.9925000071525574,0.8629999756813049,0.007072064094245434,0.9132526516914368,0.9973999857902527,0.8669999837875366,9.665959805715829e-05,0.7726417183876038,1.0,0.8812000155448914
12,0.017944486811757088,1.158799648284912,0.9937000274658203,0.8626000285148621,0.007078033406287432,1.080322504043579,0.9972500205039978,0.8773999810218811,6.24622916802764e-05,0.8033466935157776,1.0,0.8809999823570251
13,0.03080715239048004,1.4707814455032349,0.9900500178337097,0.8611999750137329,0.004702523350715637,1.1573559045791626,0.9980999827384949,0.8471999764442444,4.117070420761593e-05,0.8336510062217712,1.0,0.8809999823570251
14,0.03266547620296478,1.0019900798797607,0.9907500147819519,0.8614000082015991,0.007017702329903841,0.8513299822807312,0.9980999827384949,0.8676000237464905,2.733075962169096e-05,0.8636212944984436,1.0,0.8799999952316284
15,0.01995416171848774,1.3063702583312988,0.9936000108718872,0.86080002784729,0.004386219196021557,0.9659332036972046,0.9986000061035156,0.8751999735832214,1.8282144083059393e-05,0.8913378715515137,1.0,0.8805999755859375
16,0.013908443041145802,1.4983896017074585,0.9955000281333923,0.8550000190734863,0.0037729525938630104,1.1798920631408691,0.9986000061035156,0.871399998664856,1.237024935107911e-05,0.9201820492744446,1.0,0.8802000284194946
17,0.044747356325387955,1.1691558361053467,0.9907500147819519,0.8629999756813049,0.004399176221340895,1.2301052808761597,0.9987000226974487,0.8733999729156494,8.433052244072314e-06,0.9466783404350281,1.0,0.8804000020027161
18,0.04249399155378342,0.8079938888549805,0.9903500080108643,0.8679999709129333,1.5537611034233123e-05,1.3090338706970215,1.0,0.8727999925613403,5.788102953374619e-06,0.974236011505127,1.0,0.8802000284194946
19,0.021382536739110947,1.2070863246917725,0.9940999746322632,0.8597999811172485,1.6156486708496232e-06,1.339665412902832,1.0,0.873199999332428,4.0176128095481545e-06,1.0007996559143066,1.0,0.8802000284194946
