,accuracy,loss,val_accuracy,val_loss
0,0.8383499979972839,0.373228520154953,0.8772000074386597,0.2879197597503662
1,0.8988999724388123,0.25545164942741394,0.881600022315979,0.2962265908718109
2,0.9108999967575073,0.2174156755208969,0.8794000148773193,0.30506256222724915
3,0.9225000143051147,0.19022919237613678,0.8751999735832214,0.3271581828594208
4,0.9340500235557556,0.16055651009082794,0.878000020980835,0.3853403627872467
5,0.9440000057220459,0.13098280131816864,0.8741999864578247,0.41857674717903137
6,0.9560499787330627,0.10491853952407837,0.8730000257492065,0.5051581859588623
7,0.9678000211715698,0.07870138436555862,0.8661999702453613,0.5477480292320251
8,0.9760500192642212,0.062480613589286804,0.8605999946594238,0.6269871592521667
9,0.9803000092506409,0.05069213733077049,0.86080002784729,0.6649823188781738
10,0.9859499931335449,0.04011460393667221,0.8582000136375427,0.8459477424621582
11,0.9898499846458435,0.028688320890069008,0.8636000156402588,0.9414738416671753
12,0.9876999855041504,0.03187336027622223,0.8682000041007996,0.9719696044921875
13,0.9896000027656555,0.029926320537924767,0.8596000075340271,0.9730782508850098
14,0.9925000071525574,0.02154375985264778,0.8587999939918518,1.0493836402893066
15,0.9927999973297119,0.02058454602956772,0.8641999959945679,1.1541444063186646
16,0.9926000237464905,0.022370915859937668,0.8604000210762024,0.9968806505203247
17,0.9930999875068665,0.020967183634638786,0.8633999824523926,1.1465392112731934
18,0.9957500100135803,0.013689100742340088,0.8650000095367432,1.2170100212097168
19,0.9943000078201294,0.015511054545640945,0.8596000075340271,1.1877236366271973
