,loss,val_loss
0,20.487189322916667,13.721496543884278
1,12.081436985778808,10.940261054992677
2,10.112969297790528,9.733397621154785
3,9.0575255762736,8.708783736419678
4,8.321402343241374,8.069547928619384
5,7.782454043833415,7.743508882141113
6,7.389050778198242,7.431240900421143
7,7.088824142456055,7.107373557281494
8,6.818693161010742,6.8322097801208495
9,6.606812543996175,6.665190223693847
10,6.416908161926269,6.4829593147277835
11,6.260845686594645,6.378525010681153
12,6.129253089141845,6.487469364929199
13,6.00603326772054,6.22422749786377
14,5.900097669219971,6.210961813354492
15,5.813409946187337,6.145041719055175
16,5.752462336730957,6.090895722961426
17,5.665364672597249,5.8454776306152345
18,5.624186307779948,5.858184938049316
19,5.567942995707194,5.74976249923706
20,5.5064966629028325,5.786704376983643
21,5.477541717020671,5.635508093261719
22,5.438041821797689,5.616750843048096
23,5.387554526774089,5.55336985244751
24,5.3778014005025225,5.616214366912842
25,5.33617307027181,5.630412451171875
26,5.311327693684896,5.653655771636963
27,5.286320333862305,5.639075200653076
28,5.269459126790364,5.650287178802491
29,5.253199055226644,5.455641342163086
30,5.225896396636963,5.632877965545655
31,5.214024829864502,5.51875697479248
32,5.19465708770752,5.485964710235596
33,5.179517503102621,5.514786807250976
34,5.156834227244059,5.4970751365661625
35,5.149880010477702,5.438681178283692
36,5.140930140686035,5.4831219535827636
37,5.12753824895223,5.374181444549561
38,5.108704521687826,5.462150810241699
39,5.113597821553548,5.419520613098144
40,5.081133017730713,5.447090392303466
41,5.090213771057129,5.360098035430908
42,5.064736195882161,5.488875442504883
43,5.061046062215169,5.503371076202392
44,5.055294445800781,5.498883967590332
45,5.032392292531331,5.315965788269043
46,5.038139485422771,5.356629306030274
47,5.022090863545736,5.37962974319458
48,5.009878539276123,5.41935150680542
49,5.022166957855225,5.316591664886475
