,episode_length,episode_reward
421,174,-196.22655352001698
422,388,-183.97710533047612
423,358,-182.11987432456382
424,197,-193.19870009789142
425,138,-193.58912954012067
426,297,-207.42636955561653
427,401,-202.96142027437674
428,406,-202.06486136208503
429,382,-173.6756532225165
430,196,-192.88418197374062
431,295,-243.18630811392242
432,212,-197.5520854605867
433,242,-204.36285872988418
434,285,-212.6602618900549
435,374,-212.95750222915308
436,425,-208.57290101690782
437,99,-187.31843987147195
438,101,-201.626962837449
439,392,-210.5132386215311
440,139,-17.251351576126865
441,150,-16.31252819798516
442,111,-187.9976986273158
443,248,-229.36841220273254
444,368,-216.74627366163463
445,274,-227.39301669013628
446,198,-198.579852032806
447,213,-213.31519315964516
448,379,-195.66130718887652
449,106,-192.7364542014531
450,212,-190.43340739623437
451,299,-225.2782569948725
452,408,-177.73730006310888
453,270,-212.5036431730959
454,431,-185.99151829690425
455,309,-260.67679698813816
456,410,-195.07864933842106
457,288,-219.9903504520405
458,432,-208.51120355588756
459,307,-261.38032258370504
460,319,-257.3651952667763
461,385,-198.37093747101176
462,225,-199.04602634066094
463,147,-185.50427322567586
464,303,-220.2609871286192
465,363,-253.6836382677718
466,258,-203.4698587826975
467,151,-153.0862460428301
468,334,-259.6165035653739
469,112,-191.61560030653652
470,345,-262.12348816620886
471,243,-222.63940609618197
472,401,-234.50815515579563
473,337,-250.83546948702875
474,216,-55.94775344137309
475,245,-192.87628337067312
476,516,-208.01457256545459
477,399,-232.06863386823633
478,103,-139.65551685885535
479,359,-258.5296911029876
480,121,-157.1806284065396
481,354,-231.349378520004
482,407,-244.02026032994058
483,93,-168.19169629721435
484,138,-165.06146781051217
485,427,-213.51191153569494
486,342,-215.08501306393282
487,494,-220.72716992208453
488,204,-193.52196401986606
489,471,-222.96905312801172
490,393,-268.92353891665056
491,417,-226.65241265963618
492,447,-243.04629944724968
493,432,-214.1726676340773
494,475,-223.34081281408157
495,443,-252.68227453153207
496,178,-151.69792067988678
497,420,-231.64906202592778
498,477,-249.3210194033744
499,510,255.0406720056343
500,351,-216.4624833652743
501,150,-30.83249485189296
502,431,-264.80978862374957
503,461,-233.70031663047212
504,462,-235.44274738857072
505,158,-37.087456496570866
506,387,-229.04543019822944
507,91,-187.5960741329343
508,132,-191.8611386897441
509,337,238.48900872841705
510,332,-242.9926966594592
511,445,-258.13689659423056
512,230,-193.573252893615
513,163,17.132408270740882
514,385,213.37668385488024
515,485,-285.0163069934041
516,538,-243.3457845337235
517,584,-305.4137221777751
518,542,-278.89279386973715
519,1000,141.51375828016305
520,790,-323.8815112021928
521,1000,-109.05903536665477
522,1000,-233.97369376503298
523,547,273.2897129235664
524,1000,-217.6342372600395
525,1000,-79.77629371779773
526,1000,-127.65295548639185
527,778,227.02908795799107
528,1000,-70.8584291229375
529,1000,-69.94817652143081
530,1000,-32.046007766652245
531,681,186.69419482577698
532,639,189.31300661998887
533,485,197.0665975222583
534,1000,-15.968089134805416
535,58,-136.985848764822
536,1000,-47.54754476970216
537,1000,8.340211747304185
538,667,-52.28027150570591
539,1000,12.85740331896363
540,1000,-27.483054150877564
541,1000,-33.25168964309747
542,1000,-11.127479060634592
543,1000,-2.8801559017043035
544,1000,-56.049248906979855
545,1000,-32.428548630210436
546,1000,-42.149447842949975
547,1000,-42.57265368492277
548,1000,-40.72349756840435
549,1000,-47.2917503192446
550,1000,-30.068885115341274
551,1000,-19.66305885995942
552,105,-177.3679994452425
553,1000,-54.18233787384784
554,1000,-80.04095400322436
555,1000,-66.22808670293728
556,1000,-57.53413668591156
557,1000,-95.48567205368117
558,1000,-90.01496463576721
